Well name,Group Answer,Date,Ground Elevation(masl),Datum Elevation(masl),Surveyed Stickup(m),Total Depth of Piezometer(mbgs),Bottom of Piezometer Elevation(masl),Depth Interval of Screen(mbgs),Elevation Interval of Screen(masl),Depth Interval of Sand(mbgs),Elevation Interval of Sand(masl),Time(hh:mm),Observed Depth to Groundwater(mbtoc),Observed Depth to Groundwater(mbgs),Depth to Product(mbtoc),Observed Product Thickness(m),Corrected Product Thickness(m),Corrected Depth to Groundwater(mbtoc),Corrected Depth to Groundwater(mbgs),Observed Groundwater Surface Elevation(masl),Corrected Groundwater Surface Elevation(masl),Depth to Bottom of Well(mbtoc),Measured Stick up(m),Easting(m),Northing(m)
43598,Medial,30-May-17,940.92,941.79,0.87,8,932.92,5.00 - 8.02,935.92 - 932.94,N/A,N/A,8:35,1.35,0.48,,N/A,N/A,1.35,0.48,940.44,940.44,N/M,N/M,645470.854,5867572.661
43598,Medial,18-Oct-17,940.92,941.79,0.87,8,932.92,5.00 - 8.03,935.92 - 932.95,N/A,N/A,11:05,2.1,1.23,,N/A,N/A,2.1,1.23,939.69,939.69,9.1,N/M,645470.854,5867572.661
43598,Medial,15-May-18,940.92,941.79,0.87,8,932.92,5.00 - 8.04,935.92 - 932.96,N/A,N/A,10:30,1.68,0.81,,N/A,N/A,1.68,0.81,940.11,940.11,N/M,N/M,645470.854,5867572.661
43598,Medial,09-Oct-18,940.92,941.79,0.87,8,932.92,5.00 - 8.05,935.92 - 932.97,N/A,N/A,14:55,2.41,1.54,,N/A,N/A,2.41,1.54,939.38,939.38,9.1,N/M,645470.854,5867572.661
43482,Medial,18-Oct-17,950.54,951.13,0.59,9.6,940.94,8.10 - 9.60,942.44 - 940.94,7.80 - 10.00,942.74 - 940.54,10:30,3.32,2.73,,N/A,N/A,3.32,2.73,947.81,947.81,10.15,N/M,645644.45,5867597.78
43482,Medial,15-May-18,950.54,951.13,0.59,9.6,940.94,8.10 - 9.61,942.44 - 940.95,7.80 - 10.01,942.74 - 940.55,9:20,5.11,4.52,,N/A,N/A,5.11,4.52,946.02,946.02,10.17,N/M,645644.45,5867597.78
43482,Medial,09-Oct-18,950.54,951.13,0.59,9.6,940.94,8.10 - 9.62,942.44 - 940.96,7.80 - 10.02,942.74 - 940.56,15:15,4.89,4.3,,N/A,N/A,4.89,4.3,946.24,946.24,10.15,N/M,645644.45,5867597.78
04-47-1,Deep,06-Jun-16,952.98,953.55,0.57,19.5,933.48,18.50 - 19.50,934.48 - 933.48,N/A,N/A,14:15,14.37,13.8,,N/A,N/A,14.37,13.8,939.18,939.18,19.98,N/M,645464.558,5867886.318
04-47-1,Deep,18-Oct-16,952.98,953.55,0.57,19.5,933.48,18.50 - 19.51,934.48 - 933.49,N/A,N/A,12:20,12.64,12.07,,N/A,N/A,12.64,12.07,940.91,940.91,N/M,N/M,645464.558,5867886.318
04-47-1,Deep,29-May-17,952.98,953.55,0.57,19.5,933.48,18.50 - 19.52,934.48 - 933.50,N/A,N/A,14:50,12.45,11.88,,N/A,N/A,12.45,11.88,941.1,941.1,N/M,N/M,645464.558,5867886.318
04-47-1,Deep,17-Oct-17,952.98,953.55,0.57,19.5,933.48,18.50 - 19.53,934.48 - 933.51,N/A,N/A,12:24,12.84,12.27,,N/A,N/A,12.84,12.27,940.71,940.71,N/M,N/M,645464.558,5867886.318
04-47-1,Deep,14-May-18,952.98,953.55,0.57,19.5,933.48,18.50 - 19.54,934.48 - 933.52,N/A,N/A,14:40,13.82,13.25,,N/A,N/A,13.82,13.25,939.73,939.73,19.97,N/M,645464.558,5867886.318
04-47-1,Deep,10-Oct-18,952.98,953.55,0.57,19.5,933.48,18.50 - 19.55,934.48 - 933.53,N/A,N/A,9:45,14.13,13.56,,N/A,N/A,14.13,13.56,939.42,939.42,N/M,N/M,645464.558,5867886.318
43561,Deep,07-Jun-16,951.76,952.41,0.66,20,931.76,18.50 - 20.00,933.26 - 931.76,18.10 - 20.00,933.66 - 931.76,11:20,19.16,18.51,,N/A,N/A,19.16,18.51,933.25,933.25,20.64,N/M,645616.606,5867787.661
43561,Deep,18-Oct-16,951.76,952.41,0.66,20,931.76,18.50 - 20.01,933.26 - 931.77,18.10 - 20.01,933.66 - 931.77,11:10,18.1,17.45,,N/A,N/A,18.1,17.45,934.31,934.31,N/M,N/M,645616.606,5867787.661
43561,Deep,30-May-17,951.76,952.41,0.66,20,931.76,18.50 - 20.02,933.26 - 931.78,18.10 - 20.02,933.66 - 931.78,15:15,17.27,16.62,,N/A,N/A,17.27,16.62,935.14,935.14,N/M,N/M,645616.606,5867787.661
43561,Deep,18-Oct-17,951.76,952.41,0.66,20,931.76,18.50 - 20.03,933.26 - 931.79,18.10 - 20.03,933.66 - 931.79,15:30,17.48,16.83,,N/A,N/A,17.48,16.83,934.93,934.93,20.59,N/M,645616.606,5867787.661
43561,Deep,15-May-18,951.76,952.41,0.66,20,931.76,18.50 - 20.04,933.26 - 931.80,18.10 - 20.04,933.66 - 931.80,17:10,18.32,17.67,,N/A,N/A,18.32,17.67,934.09,934.09,N/M,N/M,645616.606,5867787.661
43561,Deep,10-Oct-18,951.76,952.41,0.66,20,931.76,18.50 - 20.05,933.26 - 931.81,18.10 - 20.05,933.66 - 931.81,15:55,18.67,18.02,,N/A,N/A,18.67,18.02,933.74,933.74,N/M,N/M,645616.606,5867787.661
38139,Deep,07-Jun-16,951.72,953.39,1.68,34,917.72,32.50 - 34.00,919.22 - 917.72,32.00 - 34.00,919.72 - 917.72,1:30,12.53,10.85,,N/A,N/A,12.53,10.85,940.86,940.86,34.22,N/M,645617.111,5867789.854
38139,Deep,18-Oct-16,951.72,953.39,1.68,34,917.72,32.50 - 34.01,919.22 - 917.73,32.00 - 34.01,919.72 - 917.73,11:00,26.43,24.75,,N/A,N/A,26.43,24.75,926.96,926.96,N/M,N/M,645617.111,5867789.854
38139,Deep,30-May-17,951.72,953.39,1.68,34,917.72,32.50 - 34.02,919.22 - 917.74,32.00 - 34.02,919.72 - 917.74,15:20,25.77,24.09,,N/A,N/A,25.77,24.09,927.62,927.62,N/M,N/M,645617.111,5867789.854
38139,Deep,18-Oct-17,951.72,953.39,1.68,34,917.72,32.50 - 34.03,919.22 - 917.75,32.00 - 34.03,919.72 - 917.75,13:20,25.4,23.72,,N/A,N/A,25.4,23.72,927.99,927.99,34.71,N/M,645617.111,5867789.854
38139,Deep,15-May-18,951.72,953.39,1.68,34,917.72,32.50 - 34.04,919.22 - 917.76,32.00 - 34.04,919.72 - 917.76,17:15,26.64,24.96,,N/A,N/A,26.64,24.96,926.75,926.75,N/M,N/M,645617.111,5867789.854
38139,Deep,10-Oct-18,951.72,953.39,1.68,34,917.72,32.50 - 34.05,919.22 - 917.77,32.00 - 34.05,919.72 - 917.77,15:50,26.82,25.14,,N/A,N/A,26.82,25.14,926.57,926.57,N/M,N/M,645617.111,5867789.854
04-42-1,Deep,06-Jun-16,948.83,949.51,0.68,29.5,919.33,28.00 - 29.50,920.83 - 919.33,N/A,N/A,13:00,20.16,19.48,,N/A,N/A,20.16,19.48,929.35,929.35,30.33,N/M,645469.024,5867755.857
04-42-1,Deep,18-Oct-16,948.83,949.51,0.68,29.5,919.33,28.00 - 29.51,920.83 - 919.34,N/A,N/A,12:02,19,18.32,,N/A,N/A,19,18.32,930.51,930.51,N/M,N/M,645469.024,5867755.857
04-42-1,Deep,29-May-17,948.83,949.51,0.68,29.5,919.33,28.00 - 29.52,920.83 - 919.35,N/A,N/A,15:10,18.49,17.81,,N/A,N/A,18.49,17.81,931.02,931.02,N/M,N/M,645469.024,5867755.857
04-42-1,Deep,17-Oct-17,948.83,949.51,0.68,29.5,919.33,28.00 - 29.53,920.83 - 919.36,N/A,N/A,12:00,18.75,18.07,,N/A,N/A,18.75,18.07,930.76,930.76,N/M,N/M,645469.024,5867755.857
04-42-1,Deep,14-May-18,948.83,949.51,0.68,29.5,919.33,28.00 - 29.54,920.83 - 919.37,N/A,N/A,14:20,19.4,18.72,,N/A,N/A,19.4,18.72,930.11,930.11,30.25,N/M,645469.024,5867755.857
04-42-1,Deep,10-Oct-18,948.83,949.51,0.68,29.5,919.33,28.00 - 29.55,920.83 - 919.38,N/A,N/A,9:30,19.66,18.98,,N/A,N/A,19.66,18.98,929.85,929.85,N/M,N/M,645469.024,5867755.857
35370,Deep,07-Jun-16,947.55,948.07,0.52,23,924.55,17.00 - 23.00,930.55 - 924.55,N/A,N/A,12:30,14.61,14.09,,N/A,N/A,14.61,14.09,933.46,933.46,22.36,N/M,645508.899,5867693.107
35370,Deep,18-Oct-16,947.55,948.07,0.52,23,924.55,17.00 - 23.01,930.55 - 924.56,N/A,N/A,13:40,13.31,12.79,,N/A,N/A,13.31,12.79,934.76,934.76,N/M,N/M,645508.899,5867693.107
35370,Deep,30-May-17,947.55,948.07,0.52,23,924.55,17.00 - 23.02,930.55 - 924.57,N/A,N/A,14:15,12.65,12.13,,N/A,N/A,12.65,12.13,935.42,935.42,N/M,N/M,645508.899,5867693.107
35370,Deep,17-Oct-17,947.55,948.07,0.52,23,924.55,17.00 - 23.03,930.55 - 924.58,N/A,N/A,13:10,12.81,12.29,,N/A,N/A,12.81,12.29,935.26,935.26,N/M,N/M,645508.899,5867693.107
35370,Deep,14-May-18,947.55,948.07,0.52,23,924.55,17.00 - 23.04,930.55 - 924.59,N/A,N/A,14:10,13.78,13.26,,N/A,N/A,13.78,13.26,934.29,934.29,N/M,N/M,645508.899,5867693.107
35370,Deep,10-Oct-18,947.55,948.07,0.52,23,924.55,17.00 - 23.05,930.55 - 924.60,N/A,N/A,9:30,14.13,13.61,,N/A,N/A,14.13,13.61,933.94,933.94,22.33,N/M,645508.899,5867693.107
43565,Deep,07-Jun-16,949.16,949.81,0.64,29.5,919.66,28.00 - 29.50,921.16 - 919.66,N/A,N/A,12:00,19.48,18.84,,N/A,N/A,19.48,18.84,930.33,930.33,30.41,N/M,645553.921,5867643.033
43565,Deep,18-Oct-16,949.16,949.81,0.64,29.5,919.66,28.00 - 29.51,921.16 - 919.67,N/A,N/A,14:00,18.4,17.76,,N/A,N/A,18.4,17.76,931.41,931.41,N/M,N/M,645553.921,5867643.033
43565,Deep,30-May-17,949.16,949.81,0.64,29.5,919.66,28.00 - 29.52,921.16 - 919.68,N/A,N/A,11:00,17.84,17.2,,N/A,N/A,17.84,17.2,931.97,931.97,N/M,N/M,645553.921,5867643.033
43565,Deep,17-Oct-17,949.16,949.81,0.64,29.5,919.66,28.00 - 29.53,921.16 - 919.69,N/A,N/A,13:43,17.96,17.32,,N/A,N/A,17.96,17.32,931.85,931.85,N/M,N/M,645553.921,5867643.033
43565,Deep,15-May-18,949.16,949.81,0.64,29.5,919.66,28.00 - 29.54,921.16 - 919.70,N/A,N/A,13:45,18.7,18.06,,N/A,N/A,18.7,18.06,931.11,931.11,N/M,N/M,645553.921,5867643.033
43565,Deep,09-Oct-18,949.16,949.81,0.64,29.5,919.66,28.00 - 29.55,921.16 - 919.71,N/A,N/A,17:50,18.96,18.32,,N/A,N/A,18.96,18.32,930.85,930.85,N/M,N/M,645553.921,5867643.033
43568,Deep,06-Jun-16,940.98,941.81,0.84,18,922.98,15.00 - 18.00,925.98 - 922.98,N/A,N/A,12:45,12.75,11.91,,N/A,N/A,12.75,11.91,929.06,929.06,19.16,N/M,645470.693,5867626.456
43568,Deep,18-Oct-16,940.98,941.81,0.84,18,922.98,15.00 - 18.01,925.98 - 922.99,N/A,N/A,11:35,11.65,10.81,,N/A,N/A,11.65,10.81,930.16,930.16,N/M,N/M,645470.693,5867626.456
43568,Deep,29-May-17,940.98,941.81,0.84,18,922.98,15.00 - 18.02,925.98 - 922.100,N/A,N/A,15:00,11.06,10.22,,N/A,N/A,11.06,10.22,930.75,930.75,N/M,N/M,645470.693,5867626.456
43568,Deep,17-Oct-17,940.98,941.81,0.84,18,922.98,15.00 - 18.03,925.98 - 922.101,N/A,N/A,11:50,11.24,10.4,,N/A,N/A,11.24,10.4,930.57,930.57,19.1,N/M,645470.693,5867626.456
43568,Deep,14-May-18,940.98,941.81,0.84,18,922.98,15.00 - 18.04,925.98 - 922.102,N/A,N/A,1:30,12,11.16,,N/A,N/A,12,11.16,929.81,929.81,19.08,N/M,645470.693,5867626.456
43568,Deep,10-Oct-18,940.98,941.81,0.84,18,922.98,15.00 - 18.05,925.98 - 922.103,N/A,N/A,10:06,12.17,11.33,,N/A,N/A,12.17,11.33,929.64,929.64,N/M,N/M,645470.693,5867626.456
96-13-1,Deep,06-Jun-16,951.29,951.73,0.44,22,929.29,19.00 - 22.00,932.29 - 929.29,N/A,N/A,16:20,18.33,17.89,,N/A,N/A,18.33,17.89,933.4,933.4,23.89,N/M,645726.661,5867929.738
96-13-1,Deep,18-Oct-16,951.29,951.73,0.44,22,929.29,19.00 - 22.01,932.29 - 929.30,N/A,N/A,10:38,17.25,16.81,,N/A,N/A,17.25,16.81,934.48,934.48,N/M,N/M,645726.661,5867929.738
96-13-1,Deep,29-May-17,951.29,951.73,0.44,22,929.29,19.00 - 22.02,932.29 - 929.31,N/A,N/A,13:25,16.58,16.14,,N/A,N/A,16.58,16.14,935.15,935.15,N/M,N/M,645726.661,5867929.738
96-13-1,Deep,18-Oct-17,951.29,951.73,0.44,22,929.29,19.00 - 22.03,932.29 - 929.32,N/A,N/A,17:15,16.68,16.24,,N/A,N/A,16.68,16.24,935.05,935.05,N/M,N/M,645726.661,5867929.738
96-13-1,Deep,16-May-18,951.29,951.73,0.44,22,929.29,19.00 - 22.04,932.29 - 929.33,N/A,N/A,10:35,17.58,17.14,,N/A,N/A,17.58,17.14,934.15,934.15,23.9,N/M,645726.661,5867929.738
96-13-1,Deep,10-Oct-18,951.29,951.73,0.44,22,929.29,19.00 - 22.05,932.29 - 929.34,N/A,N/A,11:00,17.9,17.46,,N/A,N/A,17.9,17.46,933.83,933.83,N/M,N/M,645726.661,5867929.738
43559,Deep,07-Jun-16,952.7,953.34,0.64,20,932.7,18.50 - 20.00,934.20 - 932.70,N/A,N/A,15:20,18.51,17.88,,N/A,N/A,18.51,17.88,934.83,934.83,20.53,N/M,645757.302,5867804.567
43559,Deep,19-Oct-16,952.7,953.34,0.64,20,932.7,18.50 - 20.01,934.20 - 932.71,N/A,N/A,11:10,18.01,17.38,,N/A,N/A,18.01,17.38,935.33,935.33,N/M,N/M,645757.302,5867804.567
43559,Deep,31-May-17,952.7,953.34,0.64,20,932.7,18.50 - 20.02,934.20 - 932.72,N/A,N/A,10:55,17.55,16.92,,N/A,N/A,17.55,16.92,935.79,935.79,N/M,N/M,645757.302,5867804.567
43559,Deep,18-Oct-17,952.7,953.34,0.64,20,932.7,18.50 - 20.03,934.20 - 932.73,N/A,N/A,16:05,18.64,18.01,,N/A,N/A,18.64,18.01,934.7,934.7,20.57,N/M,645757.302,5867804.567
43559,Deep,16-May-18,952.7,953.34,0.64,20,932.7,18.50 - 20.04,934.20 - 932.74,N/A,N/A,11:15,18.36,17.73,,N/A,N/A,18.36,17.73,934.98,934.98,N/M,N/M,645757.302,5867804.567
43559,Deep,11-Oct-18,952.7,953.34,0.64,20,932.7,18.50 - 20.05,934.20 - 932.75,N/A,N/A,9:35,18.5,17.87,,N/A,N/A,18.5,17.87,934.84,934.84,20.57,N/M,645757.302,5867804.567
43568,Deep,06-Jun-16,951.19,951.91,0.72,15,936.19,14.00 - 15.00,937.19 - 936.19,N/A,N/A,16:00,13.73,13.01,,N/A,N/A,13.73,13.01,938.18,938.18,16.03,N/M,645734.351,5867929.738
43568,Deep,18-Oct-16,951.19,951.91,0.72,15,936.19,14.00 - 15.01,937.19 - 936.20,N/A,N/A,10:35,12.9,12.18,,N/A,N/A,12.9,12.18,939.01,939.01,N/M,N/M,645734.351,5867929.738
43568,Deep,29-May-17,951.19,951.91,0.72,15,936.19,14.00 - 15.02,937.19 - 936.21,N/A,N/A,13:15,12.81,12.09,,N/A,N/A,12.81,12.09,939.1,939.1,N/M,N/M,645734.351,5867929.738
43568,Deep,18-Oct-17,951.19,951.91,0.72,15,936.19,14.00 - 15.03,937.19 - 936.22,N/A,N/A,17:15,12.83,12.11,,N/A,N/A,12.83,12.11,939.08,939.08,16.05,N/M,645734.351,5867929.738
43568,Deep,16-May-18,951.19,951.91,0.72,15,936.19,14.00 - 15.04,937.19 - 936.23,N/A,N/A,10:25,13.42,12.7,,N/A,N/A,13.42,12.7,938.49,938.49,N/M,N/M,645734.351,5867929.738
43568,Deep,10-Oct-18,951.19,951.91,0.72,15,936.19,14.00 - 15.05,937.19 - 936.24,N/A,N/A,10:53,13.59,12.87,,N/A,N/A,13.59,12.87,938.32,938.32,16.04,N/M,645734.351,5867929.738
04-43-1,Deep,07-Jun-16,952.97,953.65,0.68,28.8,924.17,22.30 - 28.80,930.67 - 924.17,N/A,N/A,14:30,20.37,19.69,,N/A,N/A,20.37,19.69,933.28,933.28,24.1,N/M,645816.089,5867677.797
04-43-1,Deep,19-Oct-16,952.97,953.65,0.68,28.8,924.17,22.30 - 28.81,930.67 - 924.18,N/A,N/A,9:55,19.3,18.62,,N/A,N/A,19.3,18.62,934.35,934.35,N/M,N/M,645816.089,5867677.797
04-43-1,Deep,31-May-17,952.97,953.65,0.68,28.8,924.17,22.30 - 28.82,930.67 - 924.19,N/A,N/A,9:05,18.49,17.81,,N/A,N/A,18.49,17.81,935.16,935.16,N/M,N/M,645816.089,5867677.797
04-43-1,Deep,18-Oct-17,952.97,953.65,0.68,28.8,924.17,22.30 - 28.83,930.67 - 924.20,N/A,N/A,16:52,18.69,18.01,,N/A,N/A,18.69,18.01,934.96,934.96,24.36,N/M,645816.089,5867677.797
04-43-1,Deep,14-May-18,952.97,953.65,0.68,28.8,924.17,22.30 - 28.84,930.67 - 924.21,N/A,N/A,17:00,19.56,18.88,,N/A,N/A,19.56,18.88,934.09,934.09,N/M,N/M,645816.089,5867677.797
04-43-1,Deep,10-Oct-18,952.97,953.65,0.68,28.8,924.17,22.30 - 28.85,930.67 - 924.22,N/A,N/A,17:25,19.91,19.23,,N/A,N/A,19.91,19.23,933.74,933.74,24.08,N/M,645816.089,5867677.797
43556,Deep,07-Jun-16,952.5,953.18,0.68,19.8,932.7,18.30 - 19.80,934.20 - 932.70,N/A,N/A,15:00,16.15,15.47,,N/A,N/A,16.15,15.47,937.03,937.03,21.6,N/M,645849.998,5867734.271
43556,Deep,19-Oct-16,952.5,953.18,0.68,19.8,932.7,18.30 - 19.81,934.20 - 932.71,N/A,N/A,10:08,15.72,15.04,,N/A,N/A,15.72,15.04,937.46,937.46,N/M,N/M,645849.998,5867734.271
43556,Deep,31-May-17,952.5,953.18,0.68,19.8,932.7,18.30 - 19.82,934.20 - 932.72,N/A,N/A,10:10,15.08,14.4,,N/A,N/A,15.08,14.4,938.1,938.1,N/M,N/M,645849.998,5867734.271
43556,Deep,18-Oct-17,952.5,953.18,0.68,19.8,932.7,18.30 - 19.83,934.20 - 932.73,N/A,N/A,16:45,14.87,14.19,,N/A,N/A,14.87,14.19,938.31,938.31,N/M,N/M,645849.998,5867734.271
43556,Deep,16-May-18,952.5,953.18,0.68,19.8,932.7,18.30 - 19.84,934.20 - 932.74,N/A,N/A,12:10,15.22,14.54,,N/A,N/A,15.22,14.54,937.96,937.96,20.49,N/M,645849.998,5867734.271
43556,Deep,10-Oct-18,952.5,953.18,0.68,19.8,932.7,18.30 - 19.85,934.20 - 932.75,N/A,N/A,17:40,15.5,14.82,,N/A,N/A,15.5,14.82,937.68,937.68,N/M,N/M,645849.998,5867734.271
37987,Deep,07-Jun-16,952.44,953.14,0.7,34,918.44,33.00 - 34.00,919.44 - 918.44,N/A,N/A,15:10,25.27,24.57,,N/A,N/A,25.27,24.57,927.87,927.87,N/M,N/M,645850.293,5867732.309
37987,Deep,19-Oct-16,952.44,953.14,0.7,34,918.44,33.00 - 34.01,919.44 - 918.45,N/A,N/A,10:05,24.41,23.71,,N/A,N/A,24.41,23.71,928.73,928.73,N/M,N/M,645850.293,5867732.309
37987,Deep,31-May-17,952.44,953.14,0.7,34,918.44,33.00 - 34.02,919.44 - 918.46,N/A,N/A,10:15,23.86,23.16,,N/A,N/A,23.86,23.16,929.28,929.28,N/M,N/M,645850.293,5867732.309
37987,Deep,18-Oct-17,952.44,953.14,0.7,34,918.44,33.00 - 34.03,919.44 - 918.47,N/A,N/A,16:50,23.86,23.16,,N/A,N/A,23.86,23.16,929.28,929.28,N/M,N/M,645850.293,5867732.309
37987,Deep,16-May-18,952.44,953.14,0.7,34,918.44,33.00 - 34.04,919.44 - 918.48,N/A,N/A,12:05,24.51,23.81,,N/A,N/A,24.51,23.81,928.63,928.63,N/M,N/M,645850.293,5867732.309
37987,Deep,10-Oct-18,952.44,953.14,0.7,34,918.44,33.00 - 34.05,919.44 - 918.49,N/A,N/A,17:35,24.72,24.02,,N/A,N/A,24.72,24.02,928.42,928.42,N/M,N/M,645850.293,5867732.309
06-59,Deep,07-Jun-16,951.96,952.87,0.91,22,929.96,20.50 - 22.00,931.46 - 929.96,N/A,N/A,8:20,17.19,16.28,,N/A,N/A,17.19,16.28,935.68,935.68,22.93,N/M,645850.426,5867824.793
06-59,Deep,19-Oct-16,951.96,952.87,0.91,22,929.96,20.50 - 22.01,931.46 - 929.97,N/A,N/A,11:30,16,15.09,,N/A,N/A,16,15.09,936.87,936.87,N/M,N/M,645850.426,5867824.793
06-59,Deep,31-May-17,951.96,952.87,0.91,22,929.96,20.50 - 22.02,931.46 - 929.98,N/A,N/A,10:20,15.63,14.72,,N/A,N/A,15.63,14.72,937.24,937.24,N/M,N/M,645850.426,5867824.793
06-59,Deep,18-Oct-17,951.96,952.87,0.91,22,929.96,20.50 - 22.03,931.46 - 929.99,N/A,N/A,15:40,15.91,15,,N/A,N/A,15.91,15,936.96,936.96,N/M,N/M,645850.426,5867824.793
06-59,Deep,16-May-18,951.96,952.87,0.91,22,929.96,20.50 - 22.04,931.46 - 929.100,N/A,N/A,10:50,16.54,15.63,,N/A,N/A,16.54,15.63,936.33,936.33,N/M,N/M,645850.426,5867824.793
06-59,Deep,11-Oct-18,951.96,952.87,0.91,22,929.96,20.50 - 22.05,931.46 - 929.101,N/A,N/A,9:17,16.86,15.95,,N/A,N/A,16.86,15.95,936.01,936.01,N/M,N/M,645850.426,5867824.793
04-46-1,Deep,06-Jun-16,953.01,953.73,0.72,22,931.01,20.50 - 22.00,932.51 - 931.01,N/A,N/A,15:20,20.49,19.77,,N/A,N/A,20.49,19.77,933.24,933.24,22.13,N/M,645612.782,5867930.462
04-46-1,Deep,18-Oct-16,953.01,953.73,0.72,22,931.01,20.50 - 22.01,932.51 - 931.02,N/A,N/A,11:02,19.27,18.55,,N/A,N/A,19.27,18.55,934.46,934.46,N/M,N/M,645612.782,5867930.462
04-46-1,Deep,29-May-17,953.01,953.73,0.72,22,931.01,20.50 - 22.02,932.51 - 931.03,N/A,N/A,13:55,18.64,17.92,,N/A,N/A,18.64,17.92,935.09,935.09,N/M,N/M,645612.782,5867930.462
04-46-1,Deep,18-Oct-17,953.01,953.73,0.72,22,931.01,20.50 - 22.03,932.51 - 931.04,N/A,N/A,17:35,18.76,18.04,,N/A,N/A,18.76,18.04,934.97,934.97,22.7,N/M,645612.782,5867930.462
04-46-1,Deep,16-May-18,953.01,953.73,0.72,22,931.01,20.50 - 22.04,932.51 - 931.05,N/A,N/A,8:40,19.62,18.9,,N/A,N/A,19.62,18.9,934.11,934.11,N/M,N/M,645612.782,5867930.462
04-46-1,Deep,10-Oct-18,953.01,953.73,0.72,22,931.01,20.50 - 22.05,932.51 - 931.06,N/A,N/A,12:02,19.99,19.27,,N/A,N/A,19.99,19.27,933.74,933.74,22.71,N/M,645612.782,5867930.462
04-44-1,Deep,07-Jun-16,950.82,951.42,0.6,19.5,931.32,18.50 - 19.50,932.32 - 931.32,N/A,N/A,13:20,15.93,15.33,,N/A,N/A,15.93,15.33,935.49,935.49,20.51,N/M,645899.898,5867660.724
04-44-1,Deep,19-Oct-16,950.82,951.42,0.6,19.5,931.32,18.50 - 19.51,932.32 - 931.33,N/A,N/A,9:38,14.81,14.21,,N/A,N/A,14.81,14.21,936.61,936.61,N/M,N/M,645899.898,5867660.724
04-44-1,Deep,31-May-17,950.82,951.42,0.6,19.5,931.32,18.50 - 19.52,932.32 - 931.34,N/A,N/A,9:50,14.32,13.72,,N/A,N/A,14.32,13.72,937.1,937.1,N/M,N/M,645899.898,5867660.724
04-44-1,Deep,18-Oct-17,950.82,951.42,0.6,19.5,931.32,18.50 - 19.53,932.32 - 931.35,N/A,N/A,9:10,14.65,14.05,,N/A,N/A,14.65,14.05,936.77,936.77,N/M,N/M,645899.898,5867660.724
04-44-1,Deep,14-May-18,950.82,951.42,0.6,19.5,931.32,18.50 - 19.54,932.32 - 931.36,N/A,N/A,16:20,15.26,14.66,,N/A,N/A,15.26,14.66,936.16,936.16,20.28,N/M,645899.898,5867660.724
04-44-1,Deep,10-Oct-18,950.82,951.42,0.6,19.5,931.32,18.50 - 19.55,932.32 - 931.37,N/A,N/A,9:07,15.66,15.06,,N/A,N/A,15.66,15.06,935.76,935.76,N/M,N/M,645899.898,5867660.724
04-45-1,Deep,07-Jun-16,943.13,943.62,0.5,15,928.13,13.50 - 15.00,929.63 - 928.13,N/A,N/A,16:50,6.15,5.65,,N/A,N/A,6.15,5.65,937.47,937.47,15.72,N/M,646045.704,5867664.508
04-45-1,Deep,19-Oct-16,943.13,943.62,0.5,15,928.13,13.50 - 15.01,929.63 - 928.14,N/A,N/A,9:50,4.96,4.46,,N/A,N/A,4.96,4.46,938.66,938.66,N/M,N/M,646045.704,5867664.508
04-45-1,Deep,31-May-17,943.13,943.62,0.5,15,928.13,13.50 - 15.02,929.63 - 928.15,N/A,N/A,10:00,4.71,4.21,,N/A,N/A,4.71,4.21,938.91,938.91,N/M,N/M,646045.704,5867664.508
04-45-1,Deep,18-Oct-17,943.13,943.62,0.5,15,928.13,13.50 - 15.03,929.63 - 928.16,N/A,N/A,8:52,5.03,4.53,,N/A,N/A,5.03,4.53,938.59,938.59,N/M,N/M,646045.704,5867664.508
04-45-1,Deep,14-May-18,943.13,943.62,0.5,15,928.13,13.50 - 15.04,929.63 - 928.17,N/A,N/A,16:40,5.54,5.04,,N/A,N/A,5.54,5.04,938.08,938.08,N/M,N/M,646045.704,5867664.508
04-45-1,Deep,10-Oct-18,943.13,943.62,0.5,15,928.13,13.50 - 15.05,929.63 - 928.18,N/A,N/A,9:00,5.96,5.46,,N/A,N/A,5.96,5.46,937.66,937.66,N/M,N/M,646045.704,5867664.508
02-40,Deep,06-Jun-16,940.6,941.4,0.8,10.5,930.1,8.90 - 10.50,931.70 - 930.10,N/A,N/A,9:35,7,6.2,,N/A,N/A,7,6.2,934.4,934.4,10.7,N/M,645664.808,5868075.522
02-40,Deep,20-Oct-16,940.6,941.4,0.8,10.5,930.1,8.90 - 10.51,931.70 - 930.11,N/A,N/A,9:25,6.53,5.73,,N/A,N/A,6.53,5.73,934.87,934.87,N/M,N/M,645664.808,5868075.522
02-40,Deep,29-May-17,940.6,941.4,0.8,10.5,930.1,8.90 - 10.52,931.70 - 930.12,N/A,N/A,12:50,5.61,4.81,,N/A,N/A,5.61,4.81,935.79,935.79,N/M,N/M,645664.808,5868075.522
02-40,Deep,17-Oct-17,940.6,941.4,0.8,10.5,930.1,8.90 - 10.53,931.70 - 930.13,N/A,N/A,12:00,5.62,4.82,,N/A,N/A,5.62,4.82,935.78,935.78,N/M,N/M,645664.808,5868075.522
02-40,Deep,14-May-18,940.6,941.4,0.8,10.5,930.1,8.90 - 10.54,931.70 - 930.14,N/A,N/A,12:10,6.63,5.83,,N/A,N/A,6.63,5.83,934.77,934.77,10.77,N/M,645664.808,5868075.522
